,monthofyear,dayofmonth,weekday,Date,Hour,load,prevload,T,lasthr
70701,1,24,5,24-01-2014,22,3938.0,4030.0,10.33,4171.0
70702,1,24,5,24-01-2014,23,3657.0,3695.0,11.33,3938.0
70703,1,24,5,24-01-2014,24,3406.0,3461.0,12.0,3657.0
70704,1,25,6,25-01-2014,1,3231.0,3319.0,13.33,3406.0
70705,1,25,6,25-01-2014,2,3127.0,3259.0,13.67,3231.0
70706,1,25,6,25-01-2014,3,3065.0,3243.0,14.0,3127.0
70707,1,25,6,25-01-2014,4,3048.0,3262.0,15.0,3065.0
70708,1,25,6,25-01-2014,5,3078.0,3360.0,14.67,3048.0
70709,1,25,6,25-01-2014,6,3187.0,3644.0,14.33,3078.0
70710,1,25,6,25-01-2014,7,3394.0,4097.0,14.0,3187.0
70711,1,25,6,25-01-2014,8,3619.0,4301.0,15.33,3394.0
70712,1,25,6,25-01-2014,9,3834.0,4283.0,16.0,3619.0
70713,1,25,6,25-01-2014,10,3966.0,4252.0,18.33,3834.0
70714,1,25,6,25-01-2014,11,3993.0,4219.0,21.0,3966.0
70715,1,25,6,25-01-2014,12,3964.0,4160.0,24.0,3993.0
70716,1,25,6,25-01-2014,13,3899.0,4077.0,25.33,3964.0
70717,1,25,6,25-01-2014,14,3831.0,4027.0,26.67,3899.0
70718,1,25,6,25-01-2014,15,3774.0,3983.0,27.33,3831.0
70719,1,25,6,25-01-2014,16,3774.0,3989.0,27.67,3774.0
70720,1,25,6,25-01-2014,17,3910.0,4137.0,28.0,3774.0
70721,1,25,6,25-01-2014,18,4138.0,4418.0,26.0,3910.0
70722,1,25,6,25-01-2014,19,4080.0,4407.0,27.0,4138.0
70723,1,25,6,25-01-2014,20,3929.0,4294.0,27.33,4080.0
70724,1,25,6,25-01-2014,21,3785.0,4171.0,25.0,3929.0
70725,1,25,6,25-01-2014,22,3556.0,3938.0,24.33,3785.0
70726,1,25,6,25-01-2014,23,3310.0,3657.0,23.33,3556.0
70727,1,25,6,25-01-2014,24,3099.0,3406.0,22.33,3310.0
70728,1,26,7,26-01-2014,1,2939.0,3231.0,22.0,3099.0
70729,1,26,7,26-01-2014,2,2841.0,3127.0,21.33,2939.0
70730,1,26,7,26-01-2014,3,2821.0,3065.0,20.0,2841.0
70731,1,26,7,26-01-2014,4,2819.0,3048.0,17.0,2821.0
70732,1,26,7,26-01-2014,5,2869.0,3078.0,15.33,2819.0
70733,1,26,7,26-01-2014,6,2978.0,3187.0,13.33,2869.0
70734,1,26,7,26-01-2014,7,3170.0,3394.0,10.33,2978.0
70735,1,26,7,26-01-2014,8,3386.0,3619.0,8.67,3170.0
70736,1,26,7,26-01-2014,9,3639.0,3834.0,8.0,3386.0
70737,1,26,7,26-01-2014,10,3804.0,3966.0,8.33,3639.0
70738,1,26,7,26-01-2014,11,3840.0,3993.0,9.67,3804.0
70739,1,26,7,26-01-2014,12,3853.0,3964.0,11.0,3840.0
70740,1,26,7,26-01-2014,13,3839.0,3899.0,11.67,3853.0
70741,1,26,7,26-01-2014,14,3785.0,3831.0,12.0,3839.0
70742,1,26,7,26-01-2014,15,3763.0,3774.0,13.67,3785.0
70743,1,26,7,26-01-2014,16,3822.0,3774.0,14.0,3763.0
70744,1,26,7,26-01-2014,17,4043.0,3910.0,14.67,3822.0
70745,1,26,7,26-01-2014,18,4368.0,4138.0,14.67,4043.0
70746,1,26,7,26-01-2014,19,4338.0,4080.0,14.67,4368.0
70747,1,26,7,26-01-2014,20,4181.0,3929.0,13.33,4338.0
70748,1,26,7,26-01-2014,21,3998.0,3785.0,13.67,4181.0
70749,1,26,7,26-01-2014,22,3687.0,3556.0,15.0,3998.0
70750,1,26,7,26-01-2014,23,3405.0,3310.0,16.33,3687.0
70751,1,26,7,26-01-2014,24,3184.0,3099.0,17.0,3405.0
70752,1,27,1,27-01-2014,1,3030.0,2939.0,18.0,3184.0
70753,1,27,1,27-01-2014,2,2962.0,2841.0,18.33,3030.0
70754,1,27,1,27-01-2014,3,2932.0,2821.0,19.33,2962.0
70755,1,27,1,27-01-2014,4,2944.0,2819.0,20.33,2932.0
70756,1,27,1,27-01-2014,5,3024.0,2869.0,20.67,2944.0
70757,1,27,1,27-01-2014,6,3291.0,2978.0,21.33,3024.0
70758,1,27,1,27-01-2014,7,3768.0,3170.0,21.0,3291.0
70759,1,27,1,27-01-2014,8,3978.0,3386.0,22.33,3768.0
70760,1,27,1,27-01-2014,9,4001.0,3639.0,23.33,3978.0
70761,1,27,1,27-01-2014,10,4033.0,3804.0,24.67,4001.0
70762,1,27,1,27-01-2014,11,4050.0,3840.0,26.33,4033.0
70763,1,27,1,27-01-2014,12,4045.0,3853.0,28.67,4050.0
70764,1,27,1,27-01-2014,13,3993.0,3839.0,30.0,4045.0
70765,1,27,1,27-01-2014,14,3966.0,3785.0,32.33,3993.0
70766,1,27,1,27-01-2014,15,3909.0,3763.0,32.0,3966.0
70767,1,27,1,27-01-2014,16,3914.0,3822.0,29.33,3909.0
70768,1,27,1,27-01-2014,17,4096.0,4043.0,27.33,3914.0
70769,1,27,1,27-01-2014,18,4388.0,4368.0,25.33,4096.0
70770,1,27,1,27-01-2014,19,4406.0,4338.0,23.33,4388.0
70771,1,27,1,27-01-2014,20,4276.0,4181.0,21.33,4406.0
70772,1,27,1,27-01-2014,21,4118.0,3998.0,19.67,4276.0
70773,1,27,1,27-01-2014,22,3818.0,3687.0,17.67,4118.0
70774,1,27,1,27-01-2014,23,3491.0,3405.0,16.67,3818.0
70775,1,27,1,27-01-2014,24,3257.0,3184.0,15.33,3491.0
70776,1,28,2,28-01-2014,1,3107.0,3030.0,13.33,3257.0
70777,1,28,2,28-01-2014,2,3023.0,2962.0,13.67,3107.0
70778,1,28,2,28-01-2014,3,2999.0,2932.0,11.67,3023.0
70779,1,28,2,28-01-2014,4,3012.0,2944.0,10.0,2999.0
70780,1,28,2,28-01-2014,5,3164.0,3024.0,8.33,3012.0
70781,1,28,2,28-01-2014,6,3482.0,3291.0,8.0,3164.0
70782,1,28,2,28-01-2014,7,3973.0,3768.0,7.0,3482.0
70783,1,28,2,28-01-2014,8,4156.0,3978.0,6.67,3973.0
70784,1,28,2,28-01-2014,9,4153.0,4001.0,7.67,4156.0
70785,1,28,2,28-01-2014,10,4129.0,4033.0,10.0,4153.0
70786,1,28,2,28-01-2014,11,4114.0,4050.0,11.67,4129.0
70787,1,28,2,28-01-2014,12,4018.0,4045.0,12.67,4114.0
70788,1,28,2,28-01-2014,13,3943.0,3993.0,14.67,4018.0
70789,1,28,2,28-01-2014,14,3938.0,3966.0,15.33,3943.0
70790,1,28,2,28-01-2014,15,3923.0,3909.0,16.33,3938.0
70791,1,28,2,28-01-2014,16,3952.0,3914.0,16.67,3923.0
70792,1,28,2,28-01-2014,17,4119.0,4096.0,16.67,3952.0
70793,1,28,2,28-01-2014,18,4448.0,4388.0,15.67,4119.0
70794,1,28,2,28-01-2014,19,4496.0,4406.0,14.33,4448.0
70795,1,28,2,28-01-2014,20,4405.0,4276.0,13.33,4496.0
70796,1,28,2,28-01-2014,21,4246.0,4118.0,12.33,4405.0
70797,1,28,2,28-01-2014,22,3936.0,3818.0,13.0,4246.0
70798,1,28,2,28-01-2014,23,3608.0,3491.0,12.33,3936.0
70799,1,28,2,28-01-2014,24,3359.0,3257.0,11.67,3608.0
70800,1,29,3,29-01-2014,1,3187.0,3107.0,11.33,3359.0
70801,1,29,3,29-01-2014,2,3109.0,3023.0,10.67,3187.0
70802,1,29,3,29-01-2014,3,3075.0,2999.0,10.67,3109.0
70803,1,29,3,29-01-2014,4,3090.0,3012.0,10.0,3075.0
70804,1,29,3,29-01-2014,5,3194.0,3164.0,9.67,3090.0
70805,1,29,3,29-01-2014,6,3483.0,3482.0,10.0,3194.0
70806,1,29,3,29-01-2014,7,3980.0,3973.0,9.0,3483.0
70807,1,29,3,29-01-2014,8,4154.0,4156.0,8.0,3980.0
70808,1,29,3,29-01-2014,9,4136.0,4153.0,9.33,4154.0
70809,1,29,3,29-01-2014,10,4120.0,4129.0,10.33,4136.0
70810,1,29,3,29-01-2014,11,4063.0,4114.0,13.0,4120.0
70811,1,29,3,29-01-2014,12,3990.0,4018.0,15.33,4063.0
70812,1,29,3,29-01-2014,13,3908.0,3943.0,17.33,3990.0
70813,1,29,3,29-01-2014,14,3871.0,3938.0,19.0,3908.0
70814,1,29,3,29-01-2014,15,3853.0,3923.0,19.67,3871.0
70815,1,29,3,29-01-2014,16,3872.0,3952.0,20.67,3853.0
70816,1,29,3,29-01-2014,17,4049.0,4119.0,21.0,3872.0
70817,1,29,3,29-01-2014,18,4399.0,4448.0,19.0,4049.0
70818,1,29,3,29-01-2014,19,4462.0,4496.0,18.0,4399.0
70819,1,29,3,29-01-2014,20,4378.0,4405.0,17.67,4462.0
70820,1,29,3,29-01-2014,21,4219.0,4246.0,15.33,4378.0
70821,1,29,3,29-01-2014,22,3924.0,3936.0,14.67,4219.0
70822,1,29,3,29-01-2014,23,3595.0,3608.0,14.0,3924.0
70823,1,29,3,29-01-2014,24,3350.0,3359.0,12.0,3595.0
70824,1,30,4,30-01-2014,1,3198.0,3187.0,11.0,3350.0
70825,1,30,4,30-01-2014,2,3119.0,3109.0,13.0,3198.0
70826,1,30,4,30-01-2014,3,3098.0,3075.0,10.33,3119.0
70827,1,30,4,30-01-2014,4,3113.0,3090.0,8.33,3098.0
70828,1,30,4,30-01-2014,5,3241.0,3194.0,8.67,3113.0
70829,1,30,4,30-01-2014,6,3528.0,3483.0,6.33,3241.0
70830,1,30,4,30-01-2014,7,4000.0,3980.0,8.0,3528.0
70831,1,30,4,30-01-2014,8,4180.0,4154.0,7.67,4000.0
70832,1,30,4,30-01-2014,9,4133.0,4136.0,8.0,4180.0
70833,1,30,4,30-01-2014,10,4087.0,4120.0,14.0,4133.0
70834,1,30,4,30-01-2014,11,4033.0,4063.0,16.67,4087.0
70835,1,30,4,30-01-2014,12,3959.0,3990.0,20.0,4033.0
70836,1,30,4,30-01-2014,13,3873.0,3908.0,22.67,3959.0
70837,1,30,4,30-01-2014,14,3850.0,3871.0,23.33,3873.0
70838,1,30,4,30-01-2014,15,3804.0,3853.0,25.0,3850.0
70839,1,30,4,30-01-2014,16,3865.0,3872.0,25.33,3804.0
70840,1,30,4,30-01-2014,17,3997.0,4049.0,25.33,3865.0
70841,1,30,4,30-01-2014,18,4331.0,4399.0,24.0,3997.0
70842,1,30,4,30-01-2014,19,4370.0,4462.0,21.67,4331.0
70843,1,30,4,30-01-2014,20,4283.0,4378.0,21.0,4370.0
70844,1,30,4,30-01-2014,21,4142.0,4219.0,19.0,4283.0
70845,1,30,4,30-01-2014,22,3851.0,3924.0,18.67,4142.0
70846,1,30,4,30-01-2014,23,3544.0,3595.0,20.33,3851.0
70847,1,30,4,30-01-2014,24,3305.0,3350.0,20.33,3544.0
70848,1,31,5,31-01-2014,1,3139.0,3198.0,21.0,3305.0
70849,1,31,5,31-01-2014,2,3028.0,3119.0,21.0,3139.0
70850,1,31,5,31-01-2014,3,2954.0,3098.0,21.0,3028.0
70851,1,31,5,31-01-2014,4,2941.0,3113.0,21.33,2954.0
70852,1,31,5,31-01-2014,5,3028.0,3241.0,21.33,2941.0
70853,1,31,5,31-01-2014,6,3290.0,3528.0,22.0,3028.0
70854,1,31,5,31-01-2014,7,3749.0,4000.0,23.0,3290.0
70855,1,31,5,31-01-2014,8,3959.0,4180.0,23.33,3749.0
70856,1,31,5,31-01-2014,9,3952.0,4133.0,23.33,3959.0
70857,1,31,5,31-01-2014,10,3935.0,4087.0,25.0,3952.0
70858,1,31,5,31-01-2014,11,3922.0,4033.0,26.67,3935.0
70859,1,31,5,31-01-2014,12,3841.0,3959.0,29.67,3922.0
70860,1,31,5,31-01-2014,13,3765.0,3873.0,32.67,3841.0
70861,1,31,5,31-01-2014,14,3737.0,3850.0,34.33,3765.0
70862,1,31,5,31-01-2014,15,3716.0,3804.0,35.67,3737.0
70863,1,31,5,31-01-2014,16,3714.0,3865.0,35.67,3716.0
70864,1,31,5,31-01-2014,17,3830.0,3997.0,35.33,3714.0
70865,1,31,5,31-01-2014,18,4077.0,4331.0,34.67,3830.0
70866,1,31,5,31-01-2014,19,4082.0,4370.0,34.0,4077.0
70867,1,31,5,31-01-2014,20,3966.0,4283.0,33.33,4082.0
70868,1,31,5,31-01-2014,21,3840.0,4142.0,31.67,3966.0
70869,1,31,5,31-01-2014,22,3627.0,3851.0,31.0,3840.0
70870,1,31,5,31-01-2014,23,3359.0,3544.0,28.0,3627.0
70871,1,31,5,31-01-2014,24,3105.0,3305.0,28.0,3359.0
70872,2,1,6,01-02-2014,1,2933.0,3139.0,28.33,3105.0
70873,2,1,6,01-02-2014,2,2841.0,3028.0,26.67,2933.0
70874,2,1,6,01-02-2014,3,2793.0,2954.0,25.0,2841.0
70875,2,1,6,01-02-2014,4,2789.0,2941.0,21.0,2793.0
70876,2,1,6,01-02-2014,5,2827.0,3028.0,22.33,2789.0
70877,2,1,6,01-02-2014,6,2930.0,3290.0,21.67,2827.0
70878,2,1,6,01-02-2014,7,3150.0,3749.0,22.0,2930.0
70879,2,1,6,01-02-2014,8,3379.0,3959.0,20.67,3150.0
70880,2,1,6,01-02-2014,9,3572.0,3952.0,20.67,3379.0
70881,2,1,6,01-02-2014,10,3653.0,3935.0,24.33,3572.0
70882,2,1,6,01-02-2014,11,3628.0,3922.0,30.0,3653.0
70883,2,1,6,01-02-2014,12,3572.0,3841.0,34.0,3628.0
70884,2,1,6,01-02-2014,13,3497.0,3765.0,36.0,3572.0
70885,2,1,6,01-02-2014,14,3438.0,3737.0,37.67,3497.0
70886,2,1,6,01-02-2014,15,3429.0,3716.0,37.33,3438.0
70887,2,1,6,01-02-2014,16,3487.0,3714.0,37.33,3429.0
70888,2,1,6,01-02-2014,17,3633.0,3830.0,36.67,3487.0
70889,2,1,6,01-02-2014,18,3897.0,4077.0,36.0,3633.0
70890,2,1,6,01-02-2014,19,3875.0,4082.0,35.67,3897.0
70891,2,1,6,01-02-2014,20,3743.0,3966.0,35.0,3875.0
70892,2,1,6,01-02-2014,21,3611.0,3840.0,34.33,3743.0
70893,2,1,6,01-02-2014,22,3394.0,3627.0,35.67,3611.0
70894,2,1,6,01-02-2014,23,3140.0,3359.0,36.0,3394.0
70895,2,1,6,01-02-2014,24,2908.0,3105.0,36.0,3140.0
70896,2,2,7,02-02-2014,1,2734.0,2933.0,35.67,2908.0
70897,2,2,7,02-02-2014,2,2634.0,2841.0,35.33,2734.0
70898,2,2,7,02-02-2014,3,2577.0,2793.0,36.0,2634.0
70899,2,2,7,02-02-2014,4,2559.0,2789.0,36.0,2577.0
70900,2,2,7,02-02-2014,5,2585.0,2827.0,35.33,2559.0
70901,2,2,7,02-02-2014,6,2666.0,2930.0,33.67,2585.0
70902,2,2,7,02-02-2014,7,2839.0,3150.0,33.67,2666.0
70903,2,2,7,02-02-2014,8,3043.0,3379.0,33.67,2839.0
70904,2,2,7,02-02-2014,9,3295.0,3572.0,33.67,3043.0
70905,2,2,7,02-02-2014,10,3487.0,3653.0,34.0,3295.0
70906,2,2,7,02-02-2014,11,3572.0,3628.0,36.0,3487.0
70907,2,2,7,02-02-2014,12,3592.0,3572.0,37.0,3572.0
70908,2,2,7,02-02-2014,13,3593.0,3497.0,38.67,3592.0
70909,2,2,7,02-02-2014,14,3579.0,3438.0,39.33,3593.0
70910,2,2,7,02-02-2014,15,3556.0,3429.0,38.33,3579.0
70911,2,2,7,02-02-2014,16,3593.0,3487.0,37.0,3556.0
70912,2,2,7,02-02-2014,17,3768.0,3633.0,36.0,3593.0
70913,2,2,7,02-02-2014,18,3967.0,3897.0,35.33,3768.0
70914,2,2,7,02-02-2014,19,3864.0,3875.0,34.67,3967.0
70915,2,2,7,02-02-2014,20,3641.0,3743.0,35.33,3864.0
70916,2,2,7,02-02-2014,21,3510.0,3611.0,35.33,3641.0
70917,2,2,7,02-02-2014,22,3297.0,3394.0,34.33,3510.0
70918,2,2,7,02-02-2014,23,3084.0,3140.0,33.33,3297.0
70919,2,2,7,02-02-2014,24,2852.0,2908.0,33.0,3084.0
70920,2,3,1,03-02-2014,1,2688.0,2734.0,31.33,2852.0
70921,2,3,1,03-02-2014,2,2634.0,2634.0,32.33,2688.0
70922,2,3,1,03-02-2014,3,2609.0,2577.0,31.67,2634.0
70923,2,3,1,03-02-2014,4,2635.0,2559.0,30.33,2609.0
70924,2,3,1,03-02-2014,5,2742.0,2585.0,29.33,2635.0
70925,2,3,1,03-02-2014,6,3036.0,2666.0,28.33,2742.0
70926,2,3,1,03-02-2014,7,3519.0,2839.0,27.67,3036.0
70927,2,3,1,03-02-2014,8,3749.0,3043.0,27.33,3519.0
70928,2,3,1,03-02-2014,9,3786.0,3295.0,26.33,3749.0
70929,2,3,1,03-02-2014,10,3824.0,3487.0,26.67,3786.0
70930,2,3,1,03-02-2014,11,3867.0,3572.0,27.0,3824.0
70931,2,3,1,03-02-2014,12,3863.0,3592.0,27.67,3867.0
70932,2,3,1,03-02-2014,13,3808.0,3593.0,28.33,3863.0
70933,2,3,1,03-02-2014,14,3797.0,3579.0,29.0,3808.0
70934,2,3,1,03-02-2014,15,3756.0,3556.0,30.0,3797.0
70935,2,3,1,03-02-2014,16,3759.0,3593.0,29.67,3756.0
70936,2,3,1,03-02-2014,17,3871.0,3768.0,28.67,3759.0
70937,2,3,1,03-02-2014,18,4193.0,3967.0,27.67,3871.0
70938,2,3,1,03-02-2014,19,4248.0,3864.0,26.33,4193.0
70939,2,3,1,03-02-2014,20,4139.0,3641.0,24.67,4248.0
70940,2,3,1,03-02-2014,21,3976.0,3510.0,24.33,4139.0
70941,2,3,1,03-02-2014,22,3669.0,3297.0,23.0,3976.0
70942,2,3,1,03-02-2014,23,3352.0,3084.0,22.33,3669.0
70943,2,3,1,03-02-2014,24,3118.0,2852.0,19.33,3352.0
70944,2,4,2,04-02-2014,1,2980.0,2688.0,20.0,3118.0
70945,2,4,2,04-02-2014,2,2907.0,2634.0,18.0,2980.0
70946,2,4,2,04-02-2014,3,2875.0,2609.0,16.67,2907.0
70947,2,4,2,04-02-2014,4,2891.0,2635.0,16.33,2875.0
70948,2,4,2,04-02-2014,5,3017.0,2742.0,16.0,2891.0
70949,2,4,2,04-02-2014,6,3342.0,3036.0,15.33,3017.0
70950,2,4,2,04-02-2014,7,3830.0,3519.0,14.33,3342.0
70951,2,4,2,04-02-2014,8,4006.0,3749.0,14.0,3830.0
70952,2,4,2,04-02-2014,9,3961.0,3786.0,16.67,4006.0
70953,2,4,2,04-02-2014,10,3896.0,3824.0,21.33,3961.0
70954,2,4,2,04-02-2014,11,3841.0,3867.0,24.67,3896.0
70955,2,4,2,04-02-2014,12,3784.0,3863.0,27.33,3841.0
70956,2,4,2,04-02-2014,13,3715.0,3808.0,27.67,3784.0
70957,2,4,2,04-02-2014,14,3688.0,3797.0,29.67,3715.0
70958,2,4,2,04-02-2014,15,3663.0,3756.0,29.67,3688.0
70959,2,4,2,04-02-2014,16,3692.0,3759.0,30.0,3663.0
70960,2,4,2,04-02-2014,17,3837.0,3871.0,29.67,3692.0
70961,2,4,2,04-02-2014,18,4181.0,4193.0,28.0,3837.0
70962,2,4,2,04-02-2014,19,4247.0,4248.0,26.0,4181.0
70963,2,4,2,04-02-2014,20,4138.0,4139.0,25.67,4247.0
70964,2,4,2,04-02-2014,21,3982.0,3976.0,24.67,4138.0
70965,2,4,2,04-02-2014,22,3680.0,3669.0,25.0,3982.0
70966,2,4,2,04-02-2014,23,3347.0,3352.0,25.0,3680.0
70967,2,4,2,04-02-2014,24,3101.0,3118.0,25.0,3347.0
70968,2,5,3,05-02-2014,1,2935.0,2980.0,24.67,3101.0
70969,2,5,3,05-02-2014,2,2843.0,2907.0,25.0,2935.0
70970,2,5,3,05-02-2014,3,2797.0,2875.0,24.33,2843.0
70971,2,5,3,05-02-2014,4,2807.0,2891.0,24.0,2797.0
70972,2,5,3,05-02-2014,5,2923.0,3017.0,23.67,2807.0
70973,2,5,3,05-02-2014,6,3175.0,3342.0,24.0,2923.0
70974,2,5,3,05-02-2014,7,3527.0,3830.0,22.33,3175.0
70975,2,5,3,05-02-2014,8,3753.0,4006.0,21.33,3527.0
70976,2,5,3,05-02-2014,9,3899.0,3961.0,21.33,3753.0
70977,2,5,3,05-02-2014,10,4018.0,3896.0,20.67,3899.0
70978,2,5,3,05-02-2014,11,4094.0,3841.0,21.0,4018.0
70979,2,5,3,05-02-2014,12,4132.0,3784.0,21.0,4094.0
70980,2,5,3,05-02-2014,13,4108.0,3715.0,21.67,4132.0
70981,2,5,3,05-02-2014,14,4071.0,3688.0,22.0,4108.0
70982,2,5,3,05-02-2014,15,4017.0,3663.0,21.67,4071.0
70983,2,5,3,05-02-2014,16,3981.0,3692.0,21.33,4017.0
70984,2,5,3,05-02-2014,17,4060.0,3837.0,20.33,3981.0
70985,2,5,3,05-02-2014,18,4337.0,4181.0,19.67,4060.0
70986,2,5,3,05-02-2014,19,4334.0,4247.0,19.0,4337.0
70987,2,5,3,05-02-2014,20,4172.0,4138.0,19.0,4334.0
70988,2,5,3,05-02-2014,21,3979.0,3982.0,18.67,4172.0
70989,2,5,3,05-02-2014,22,3689.0,3680.0,18.33,3979.0
70990,2,5,3,05-02-2014,23,3390.0,3347.0,17.67,3689.0
70991,2,5,3,05-02-2014,24,3134.0,3101.0,17.0,3390.0
70992,2,6,4,06-02-2014,1,2992.0,2935.0,16.33,3134.0
70993,2,6,4,06-02-2014,2,2897.0,2843.0,15.67,2992.0
70994,2,6,4,06-02-2014,3,2898.0,2797.0,13.33,2897.0
70995,2,6,4,06-02-2014,4,2920.0,2807.0,12.33,2898.0
70996,2,6,4,06-02-2014,5,3031.0,2923.0,10.67,2920.0
70997,2,6,4,06-02-2014,6,3356.0,3175.0,9.67,3031.0
70998,2,6,4,06-02-2014,7,3843.0,3527.0,8.33,3356.0
70999,2,6,4,06-02-2014,8,3989.0,3753.0,7.33,3843.0
71000,2,6,4,06-02-2014,9,3960.0,3899.0,8.0,3989.0
71001,2,6,4,06-02-2014,10,3932.0,4018.0,9.67,3960.0
71002,2,6,4,06-02-2014,11,3912.0,4094.0,13.67,3932.0
71003,2,6,4,06-02-2014,12,3867.0,4132.0,16.0,3912.0
71004,2,6,4,06-02-2014,13,3808.0,4108.0,17.67,3867.0
71005,2,6,4,06-02-2014,14,3758.0,4071.0,19.67,3808.0
71006,2,6,4,06-02-2014,15,3715.0,4017.0,20.67,3758.0
71007,2,6,4,06-02-2014,16,3732.0,3981.0,21.0,3715.0
71008,2,6,4,06-02-2014,17,3847.0,4060.0,21.0,3732.0
71009,2,6,4,06-02-2014,18,4202.0,4337.0,19.67,3847.0
71010,2,6,4,06-02-2014,19,4287.0,4334.0,16.33,4202.0
71011,2,6,4,06-02-2014,20,4196.0,4172.0,14.33,4287.0
71012,2,6,4,06-02-2014,21,4065.0,3979.0,11.0,4196.0
71013,2,6,4,06-02-2014,22,3810.0,3689.0,10.33,4065.0
71014,2,6,4,06-02-2014,23,3485.0,3390.0,10.67,3810.0
71015,2,6,4,06-02-2014,24,3247.0,3134.0,10.67,3485.0
71016,2,7,5,07-02-2014,1,3095.0,2992.0,10.33,3247.0
71017,2,7,5,07-02-2014,2,3041.0,2897.0,8.0,3095.0
71018,2,7,5,07-02-2014,3,3015.0,2898.0,7.67,3041.0
71019,2,7,5,07-02-2014,4,3034.0,2920.0,5.67,3015.0
71020,2,7,5,07-02-2014,5,3149.0,3031.0,5.33,3034.0
71021,2,7,5,07-02-2014,6,3439.0,3356.0,3.67,3149.0
71022,2,7,5,07-02-2014,7,3913.0,3843.0,2.67,3439.0
71023,2,7,5,07-02-2014,8,4081.0,3989.0,2.0,3913.0
71024,2,7,5,07-02-2014,9,4074.0,3960.0,4.67,4081.0
71025,2,7,5,07-02-2014,10,4010.0,3932.0,10.67,4074.0
71026,2,7,5,07-02-2014,11,3972.0,3912.0,16.0,4010.0
71027,2,7,5,07-02-2014,12,3940.0,3867.0,21.0,3972.0
71028,2,7,5,07-02-2014,13,3861.0,3808.0,23.0,3940.0
71029,2,7,5,07-02-2014,14,3818.0,3758.0,24.33,3861.0
71030,2,7,5,07-02-2014,15,3760.0,3715.0,25.33,3818.0
71031,2,7,5,07-02-2014,16,3743.0,3732.0,25.67,3760.0
71032,2,7,5,07-02-2014,17,3843.0,3847.0,25.67,3743.0
71033,2,7,5,07-02-2014,18,4128.0,4202.0,24.67,3843.0
71034,2,7,5,07-02-2014,19,4180.0,4287.0,22.33,4128.0
71035,2,7,5,07-02-2014,20,4071.0,4196.0,21.67,4180.0
71036,2,7,5,07-02-2014,21,3971.0,4065.0,21.67,4071.0
71037,2,7,5,07-02-2014,22,3758.0,3810.0,22.0,3971.0
71038,2,7,5,07-02-2014,23,3504.0,3485.0,20.33,3758.0
71039,2,7,5,07-02-2014,24,3245.0,3247.0,19.67,3504.0
71040,2,8,6,08-02-2014,1,3074.0,3095.0,17.33,3245.0
71041,2,8,6,08-02-2014,2,2976.0,3041.0,15.33,3074.0
71042,2,8,6,08-02-2014,3,2942.0,3015.0,16.0,2976.0
71043,2,8,6,08-02-2014,4,2952.0,3034.0,14.33,2942.0
71044,2,8,6,08-02-2014,5,3012.0,3149.0,13.33,2952.0
71045,2,8,6,08-02-2014,6,3150.0,3439.0,13.0,3012.0
71046,2,8,6,08-02-2014,7,3365.0,3913.0,13.33,3150.0
71047,2,8,6,08-02-2014,8,3597.0,4081.0,12.33,3365.0
71048,2,8,6,08-02-2014,9,3759.0,4074.0,10.33,3597.0
71049,2,8,6,08-02-2014,10,3828.0,4010.0,14.33,3759.0
71050,2,8,6,08-02-2014,11,3804.0,3972.0,17.33,3828.0
71051,2,8,6,08-02-2014,12,3742.0,3940.0,20.0,3804.0
71052,2,8,6,08-02-2014,13,3633.0,3861.0,22.0,3742.0
71053,2,8,6,08-02-2014,14,3575.0,3818.0,24.33,3633.0
71054,2,8,6,08-02-2014,15,3507.0,3760.0,24.33,3575.0
71055,2,8,6,08-02-2014,16,3535.0,3743.0,25.67,3507.0
71056,2,8,6,08-02-2014,17,3660.0,3843.0,24.67,3535.0
71057,2,8,6,08-02-2014,18,3982.0,4128.0,23.0,3660.0
71058,2,8,6,08-02-2014,19,4014.0,4180.0,23.0,3982.0
71059,2,8,6,08-02-2014,20,3902.0,4071.0,22.33,4014.0
71060,2,8,6,08-02-2014,21,3763.0,3971.0,22.33,3902.0
71061,2,8,6,08-02-2014,22,3538.0,3758.0,20.0,3763.0
71062,2,8,6,08-02-2014,23,3309.0,3504.0,19.0,3538.0
71063,2,8,6,08-02-2014,24,3110.0,3245.0,18.33,3309.0
71064,2,9,7,09-02-2014,1,2960.0,3074.0,18.0,3110.0
71065,2,9,7,09-02-2014,2,2874.0,2976.0,17.67,2960.0
71066,2,9,7,09-02-2014,3,2831.0,2942.0,16.67,2874.0
71067,2,9,7,09-02-2014,4,2812.0,2952.0,16.67,2831.0
71068,2,9,7,09-02-2014,5,2838.0,3012.0,16.33,2812.0
71069,2,9,7,09-02-2014,6,2919.0,3150.0,16.0,2838.0
71070,2,9,7,09-02-2014,7,3099.0,3365.0,14.67,2919.0
71071,2,9,7,09-02-2014,8,3291.0,3597.0,13.67,3099.0
71072,2,9,7,09-02-2014,9,3505.0,3759.0,14.67,3291.0
71073,2,9,7,09-02-2014,10,3603.0,3828.0,17.0,3505.0
71074,2,9,7,09-02-2014,11,3603.0,3804.0,20.0,3603.0
71075,2,9,7,09-02-2014,12,3594.0,3742.0,21.33,3603.0
71076,2,9,7,09-02-2014,13,3555.0,3633.0,23.33,3594.0
71077,2,9,7,09-02-2014,14,3497.0,3575.0,24.0,3555.0
